ID	kmer_coverage	bioproject	biosample	bioproject_title	bioproject_description	refs	sample_acc	assay_type	center_name	experiment	sample_name	organism	longitude	latitude	selected_location	locations	disease_source	disease_text	do_label	do_id	tissue	tissue_source	tissue_text	bto_id	contigs_n50	contigs_nbseq	contigs_maxlen	contigs_sumlen	unitigs_n50	unitigs_nbseq	unitigs_maxlen	unitigs_sumlen	instrument	librarylayout	libraryselection	librarysource	library_name	platform	sra_study	releasedate	mbytes	avgspotlen	mbases	biosamplemodel_sam	collection_date_sam	location_count	location_avg_coverage	location_max_coverage	location_min_coverage	location_med_coverage
SRR15624099	0.635	PRJNA758072	SAMN20995854	Dirty mice as an alternative for preclinical vaccine testing	"Laboratory mice comprise an inexpensive and expeditious model organism for preclinical vaccine testing; however, vaccine immunogenicity often fails to adequately translate to humans. Recent reports indicate that reconstituting physiologic microbial experience to specific pathogen free (SPF) mice induces durable immunological changes that better recapitulate the human immune system. We examined the impact of microbial experience on responses to vaccination after cohousing laboratory mice with pet store mice. We demonstrate that human transcriptional responses to influenza vaccination are better recapitulated in cohoused mice. Induction of humoral responses by vaccination was dampened in cohoused mice and resulted in poor control upon challenge. Additionally, the establishment of protective heterosubtypic T cell immunity was compromised in cohoused mice. In summary, SPF mice exaggerated both humoral and T cell protection induced by influenza vaccines compared to cohoused mice, suggesting that reconstituting microbial experience in laboratory mice through cohousing may better inform preclinical vaccine testing.Overall design: SAMPLE GROUP 1: Pet store mice were purchased from various Twin Cities area pet stores. Pet store mice were cohoused with 8-week-old female C57BL/6 (The Jackson Laboratory). Cohousing occurred within a BSL-3 facility. C57BL/6 mice were cohoused for 60 days, bled for flow cytometry analysis and screened for infectious agents using EZ-spot and PCR Rodent Infections Agent (PRIA) array methods (Charles River Laboratories). Age-matched mice were maintained in SPF facilities.SAMPLE GROUP 2: For IAV infections, mice were anesthetized using a weight-based dose of ketamine/xylazine delivered intraperitoneally (i.p.). Mice were vaccinated intranasally (i.n.) with 1000 PFU of X31 or vaccinated intramuscularly (i.m.) with 180 ug of 2019-2020 seasonal quadrivalent influenza vaccine (Sanofi Pasteur) with or without 25 uL AddaVax (InvivoGen). For challenge, mice were infected i.n. with 1000 PFU of PR8.Whole lungs were harvested and RNA was extracted using AllPrep DNA/RNA kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (50 bp paired-end). We obtained an average of 27 million read pairs per sample. Sequencing reads were mapped to the mouse genome (GRCm38) using Bowtie aligner (bowtie2 version 2.3.4.1) with local mode, -L 22 and -N 1 parameters (Langmead and Salzberg, 2012). Reads were assigned to Ensembl gene models (Mus_musculus.GRCm38.87.gtf) with featureCounts of the Subread software package (version 1.5.1) (Liao et al., 2014). The reads count matrices were organized corresponding to experimental design and used for subsequent statistical analysis using the bioconductor package edgeR (version 3.24.3) (McCarthy et al., 2012; Robinson et al., 2010). The raw reads count table were normalized by using default method in the package prior to generating statistics. Multidimensional scaling was performed with edgeR using the top 500 differentially expressed genes across samples. The regression model in the edgeR package with block design and interaction model was used for statistical analysis to select the corresponding significant genes. Gene ontology analysis was performed using Panther on genes in each cluster with an adjusted p value <0.01 and LogFC >0.5.Mouse PBMCs were isolated using Ficol-Paque PREMIUM (Millipore Sigma) and RNA was extracted using RNeasy Micro Plus Kit (Qiagen). The cDNA library was prepared using strand-specific RNA-sequencing protocols. Samples were run on an Illumina NovaSeq (150 bp paired-end). We obtained an average of 35 million read pairs per sample. Sequence processing and mapping was performed as described above. The normalized reads table of mouse blood samples were reformatted to meet the requirements for the subsequent GSEA analysis (Mootha et al., 2003; Subramanian et al., 2005). The gene lists were prepared from human vaccination data and merged into an immune geneset (c7.immune.datasets.gmt) to generate a customized geneset (c7.custom.immune.datasets.gmt) (Mootha et al., 2003; Subramanian et al., 2005). The mouse datasets originated from either SPF or dirty mouse models were computed against the customized geneset by using desktop GSEA analysis engine with default parameters except the enrichment plot generation."	PubMed:34731647	SRS9931989	RNA-Seq	GEO	SRX11921202	GSM5538674	Mus musculus													151.0	1527335.0	2354.0	161754255.0	61	9512659	418	549066689	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC		ILLUMINA	SRP334265	2021-10-25	1338	151	4381			0				
SRR23387193	0.622	PRJNA933216	SAMN33229434	Transcription factor cooperation and competition	"Transcription factors have to distinguish proper targets from a large pool of potential binding sites. Here we explore how MSL2 and CLAMP cooperate to bind their specific targets. Using an in vitro chromatin reconstitution system and by mutating the interaction domain of CLAMP we show how direct and indirect cooperation of TF binding influence binding specificity.Overall design: ChiP-seq profiles of MSL2 CLAMP and CLAMP mutant in vitro reconstituted chromatin"	PubMed:37602401	SRS16722964	ChIP-Seq	BECKER, MOLECULAR BIOLOGY, LMU MUNICH	SRX19325010	GSM7036472	Drosophila melanogaster													156.0	177886.0	7655.0	12310037.0	60	8387388	2194	457348471	NextSeq 1000	PAIRED	ChIP	GENOMIC	GSM7036472	ILLUMINA	SRP421729	2023-07-28	661	120	2179			0				
SRR24234000	0.585	PRJNA957828	SAMN34271735	PfAP2-P DNA-binding protein is a master regulator of parasite pathogenesis during malaria parasite blood stages (ChIP-Seq II)	"Malarial parasite pathogenicity results from its ability to invade and remodel red blood cells (RBCs), expressing antigenic variant proteins for immune evasion and survival, and then to egress from the host cell.  These sequential processes require concerted actions of a large number of proteins during the intraerythrocytic developmental cycle (IDC), but the molecular basis of the required regulation is only partially understood. Here, we have characterized an essential Apicomplexan AP2 (ApiAP2) transcription factor (we refer to it as PfAP2-P; Master Regulator of Pathogenesis) that shows two peaks of expression during the IDC at 16- and 40-hour post invasion (h.p.i.). When expression of PfAP2-P at 40 h.p.i. was disrupted using an inducible gene knockout approach, ∆PfAP2-P parasites unable to form mature merozoites and egress from the host RBCs owing to strong down-regulation of several known egress- and invasion-associated genes, in addition to several novel hypothetical genes of thought to be involved in these key life cycle processes during the IDC. Disruption of PfAP2-P  expression at 16 h.p.i. results in transcriptional activation of virtually majority of silenced var genes observed at both bulk and single cell level. This is also reflected by significantly higher level of recognition of the exported proteins on the ∆PfAP2-P parasite-infected RBCs by pooled sera from malaria-exposed individuals from endemic region. In addition, over expression of many early gametocyte marker genes was also observed in ∆PfAP2-P parasites at both 40 h.p.i., and at 16 h.p.i. PfAP2-P directly regulates these genes by binding to their promoter region or indirectly through 14 other down-stream AP2 transcription factors. Taken together, we conclude that PfAP2-P is an upstream transcriptional regulator that participates in mutually exclusive expression pattern shown by the var family of genes and a critical determinant of parasite’s growth during the IDC.Overall design: Chip was performed on AP2-P parasites at 40 hour post invasion and 16 hour post invasion using rabbit polyclonal anti H3K9me3 (RRID:AB_310620), rabbit polyclonal anti H3K9ac (RRID:AB_310544), rabbit polyclonal anti H3K4me3(RRID:AB_306649) antibodies . There are two biological replicates for each developmental stages. The input  served as the control."	PubMed:37293082	SRS17369877	ChIP-Seq	PATHOGEN GENOMICS, BESE, KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRX20030208	GSM7192254	Plasmodium falciparum													42.0	1076204.0	7172.0	54606034.0	33	16593023	2429	597272746	Illumina NovaSeq 6000	PAIRED	ChIP	GENOMIC	GSM7192254	ILLUMINA	SRP433627	2023-08-07	2118	302	6078			0				
SRR8451350	0.574	PRJNA515691	SAMN10764815	African yam domestication	In this study, we used whole genome resequencing to study the genomic diversity of African yam (Dioscorea sp.) in order to get insight into the domestication process.		SRS4259430	WGS	IRD	SRX5258337	A5045_WGS_AfriCrop	Dioscorea abyssinica	-0.8492	10.5178	lat_lon	"{""geo_loc_name_sam"": [-0.23262, 5.57888], ""geo_loc_name_country_calc"": [-0.23262, 5.57888], ""geo_loc_name"": [""-0.23262"", ""5.57888""]}"									210.0	2032286.0	4080.0	224822321.0	61	12005076	3308	682894017	Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	RunHi4c-TAG-59	ILLUMINA	SRP179974	2019-05-02	1227	267	2607	['Plant']		1	0.57	0.57	0.57	0.57
SRR24010780	0.574	PRJNA950127	SAMN33976218	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174191	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813642	ENV/USA/WI-MSN-AE0000100C7A40/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"":[-89.38645,43.07313],""geo_loc_name_country_calc"":[-77.03196,38.89036],""geo_loc_name_sam"":[-89.38645,43.07313]}"									32.0	4030378.0	936.0	142534914.0	32	35240443	700	1211571802	PromethION	SINGLE	cDNA	METAGENOMIC	AE0000100C7A40	OXFORD_NANOPORE	SRP430053	2023-03-29	3087	753	3728	['Metagenome or environmental']	['2022-05-09']	8	0.69	0.94	0.53	0.68
SRR24390631	0.561	PRJNA965924	SAMN34509297	Microbial communities in humic lakes and ponds	The study goal was to obtain metagenomes from environmental water samples with high abundance of Polynucleobacter paneuropaeus to enable population genomic analyses of this bacterial species. Sampling sites were selected based on high observed relative abundances of Polynucleobacter paneuropaeus in an amplicon dataset of a protein-encoding gene (https://doi.org/10.1111/1755-0998.13444) and detection based on isolated genomes (https://doi.org/10.1093/gbe/evab019). One sampling campaign from 2018 (14 samples) focused at covering geographically distant populations (Austrian Alps and Northern Lapland), and another from 2020 (20 samples) on generating a time-series from one specific site (Pond EnzMain in the Austrian Alps). Samples (400 - 700 ml each) were sequentially vacuum filtered through 0.8 micrometer and 0.2 micrometer filters to enrich for the relatively small Polynucleobacter paneuropaeus bacteria on the latter filters. Metagenomes were sequenced from only the 0.2 micrometer filters for the 2018 samples, but from both 0.8 and 0.2 micrometer filters for the 2020 samples. Metagenomes from 2018 were obtained from PCR-free library preparation, while two metagenomes relating to PCR-free and PCR-amplified libraries are available for most samples from 2020.		SRS17512006	WGS	UNIVERSITY OF INNSBRUCK	SRX20178742	EM02TI_201023	freshwater metagenome	12.618	47.178	lat_lon	"{""geo_loc_name_country_calc"": [16.36842, 48.20263], ""geo_loc_name_sam"": [14.48305, 47.43378], ""geo_loc_name"": [""14.48305"", ""47.43378""]}"									221.0	4398482.0	87668.0	940238181.0	112	26396124	10146	2151388459	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	Euro_EM02TI_201023	ILLUMINA	SRP435475	2023-09-01	5290	295	16171	['Metagenome or environmental']	['2020-10-23']	1	0.56	0.56	0.56	0.56
SRR11401857	0.547	PRJNA596372	SAMN14431031	Composition analysis of circulating nucleic acids sequencing data	The composition of circuating cell-free DNA (cfDNA) sequencing data was analyzed in terms of repeat families in order to obtain insights on potential mechanisms behind the active release of CNA into the blood stream.	PubMed:32165241	SRS6365166	WGA	CNA DIAGNOSTICS INC.	SRX7980489	N-VM004-T01-healthy-MAPneg4	Bos taurus													185.0	1107483.0	3059.0	130469714.0	67	8415524	829	497551357	NextSeq 500	PAIRED	PCR	OTHER	N-VM004-T01-healthy-MAPneg4	ILLUMINA	SRP253685	2020-03-24	445	300	1654	['Model organism or animal']		0				
SRR24010782	0.542	PRJNA950127	SAMN33976216	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174189	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813640	ENV/USA/WI-MSN-AE0000100CD638/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_sam"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"									32.0	4871070.0	1092.0	171743450.0	32	27710183	877	953773169	PromethION	SINGLE	cDNA	METAGENOMIC	AE0000100CD638	OXFORD_NANOPORE	SRP430053	2023-03-29	2454	744	2933	['Metagenome or environmental']	['2022-04-18']	8	0.69	0.94	0.53	0.68
SRR23705979	0.539	PRJNA941228	SAMN33593416	IL-17RA promotes pathologic epithelial inflammation in a mouse model of upper respiratory influenza infection	"The upper respiratory tract (nasopharynx or NP) is the first site of influenza replication, allowing the virus to disseminate to the lower respiratory tract or promoting community transmission. The host response in the NP regulates an intricate balance between viral control and tissue pathology. The hyper-inflammatory responses promote epithelial injury, allowing for increased viral dissemination and susceptibility to secondary bacterial infections. However, the pathologic contributors to influenza upper respiratory tissue pathology are incompletely understood. In this study, we investigated the role of IL-17RA as a modulator of influenza host response and inflammation in the upper respiratory tract. We used a combined experimental approach involving IL-17RA-/- mice and an air-liquid interface (ALI) epithelial culture model to investigate the role of IL-17 response in epithelial inflammation, barrier function, and tissue pathology. Our data show that IL-17RA-/- mice exhibited significantly reduced neutrophilia, epithelial injury, and viral load. The reduced NP inflammation and epithelial injury in IL-17RA-/- mice correlated with increased resistance against co-infection by Streptococcus pneumoniae (Spn). IL-17A treatment, while potentiating the apoptosis of IAV-infected epithelial cells, caused bystander cell death and disrupted the barrier function in ALI epithelial model, supporting the in vivo findings.Overall design: 13 samples"		SRS16951029	RNA-Seq	UNIVERSITY OF NORTH DAKOTA	SRX19567618	GSM7081475	Mus musculus													155.0	5096531.0	2464.0	375440833.0	44	34262013	790	1549018966	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC	GSM7081475	ILLUMINA	SRP425795	2023-10-31	3164	302	8736			0				
SRR21861451	0.533	PRJNA889367	SAMN31240689	DNA Methylome and 3D Chromatin Landscape of Cell Types Across the Mouse Brain [10C_190411]	"Illustrating the cellular architecture of the mammalian brain is critical to understanding its diverse functions and complex animal behaviors. With support from NIMH and NINDS as part of the BRAIN Initiative Cell Census Network (BICCN), the Center for Epigenomics of the Mouse Brain Atlas (CEMBA) applied single nucleus methylation sequencing in 117 brain funtional regions across the whole adult male P56 C57BL/6J mouse brain. In each major brain regions, we identified distinct cell clusters and formed them in a hierarchical taxonomy. These clusters include known primary brain cell types and possible sub-types. We use these data to identify the epigenomic characteristics and to define specific regulatory elements for each cell cluster. We integrate the single cell methylome with single cell gene expression and chromatin accessibility profiles from the same brain region to further identify potential enhancers and their corresponding genes for several neuronal cell types. By brain region spacial comparisons, we found spatial specificity among excitatory neuronal clusters within the same cortical layer. We identify brain-region-specific transcription factors that may regulate cortical region development of excitatory neurons. These data define the landscape of cell type and spatial heterogeneity in the mouse brain and the underlining regulatory epigenomic basis.Overall design: Apply snmC-seq2 to 117 brain functional regions to identify epigenomic landcape of the adult mouse brain, this subseries consists of one single nucleus methylation sequencing experiment of brain region (10C)."		SRS15370783	OTHER	GEO	SRX17849217	GSM6627042	Mus musculus													151.0	155295.0	1534.0	12413087.0	66	1594616	421	90591433	Illumina NovaSeq 6000	PAIRED	other	GENOMIC		ILLUMINA	SRP401965	2023-04-15	118	284	331			0				
SRR24010797	0.533	PRJNA950127	SAMN33976225	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174175	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813625	ENV/USA/WI-MSN-AE000010014930/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	6509391.0	1189.0	231229588.0	32	44730261	758	1548947817	PromethION	SINGLE	cDNA	METAGENOMIC	AE000010014930	OXFORD_NANOPORE	SRP430053	2023-03-29	4973	692	6232	['Metagenome or environmental']	['2022-11-14']	8	0.69	0.94	0.53	0.68
SRR6330483	0.526	PRJNA420368	SAMN08110506	Deconstructing lincRNA regulation during ESC to NPC differentiation	"Using single-cell and bulk RNA-sequencing, we profiled mouse embryonic stem cells and neural precursor cells to identify lincRNAs with cell type- and subpopulation-specific expression. In contrast to mRNAs, we found that lincRNAs are prone to prematurely terminate transcription, are less abundant across single cells, and are degraded by the nuclear exosome. These properties indicate that lincRNA genes widely function without requiring their RNA product. To test this prediction experimentally, we developed a method that separates the role of a lincRNA gene from the role of its RNA product. This revealed RNA-independent lincRNA gene activities, underscoring the importance of distinguishing the roles of transcription, the genomic locus, and the RNA product when studying non-coding loci, for which we are providing suitable tools.Overall design: Two mESC lines (BL6xCAST and CASTxBL6) were differentiated into neural precursor cells, as well as being sampled in 2i+LIF and in serum+LIF medium. Bulk RNA-seq was performed for all timepoints (2i+LIF, serum+LIF, day3, day6 and day8 of differentiation). Most timepoints were also sampled by single-cell RNA-seq (96 cells per sample, 7 samples in total). Cell lines with lincRNA genomic deletions, or with the hammerhead ribozyme genomically integrated into lincRNA loci, were also analysed by bulk RNA-seq (140 cell lines in total). We also performed CRosslinking and Analysis of CDNAs (CRAC) in wild-type cells or cells where endogenous Mtr4 is tagged with a FLAG-Bio tag, to examine transcriptome-wide targets of the nuclear RNA surveillance factor Mtr4. For normalisation, we performed NET-seq. To measure global RNA half-lives, we treated wild-type mESCs with actinomycin D, and performed bulk RNA-seq at several timepoints, in triplicate (3 wells of cells were analysed in parallel per timepoint)."	PubMed:30456373	SRS2721326	RNA-Seq	GEO	SRX3429905	GSM2869255	Mus musculus													161.0	64850.0	3014.0	4820506.0	51	3654307	314	161444952	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		ILLUMINA	SRP125831	2018-08-02	422	51	1231			0				
SRR11556263	0.52	PRJNA625732	SAMN14608350	In-situ cell-type specific chromatin topologies in the brain revealed by genome architecture mapping	"We report the application of genome architecture mapping in specific cell types in mouse brain. We generated cell-type specific chromatin contact maps in mouse dopaminergic neurons from the midbrain ventral tegmental area (VTA DN), pyramidal glutamatergic neurons from the cornus ammonis 1 region of the hippocampus (CA1 PGN), and non-neuronal post-mitotic oligodendrocytes from the somatosensory cortex (SSC_Olig). We explored cell-type specific chromatin topologies genome-wide at multiple genomic scales. Our data demonstrates that chromatin organization is cell type specific and reflects cell specialization at all genomic scales.Overall design: Briefly, we isolated single thin tissue sections by ultrathin cryosectioning (approx. 220 nm) of the mouse brain region of interest, and selected specific cell-types using immunofluorescence with specific AB markers. Following cell identification, 3 nuclear sections (nuclear profiles; NPs) were captured by laser microdissection in individual PCR caps. We then extracted, amplified and sequenced the DNA from each PCR cap."	PubMed:34789882	SRS6491035	OTHER	GEO	SRX8126700	GSM4481001	Mus musculus									midbrain	tissue	midbrain ventral tegmental area	BTO_0000138	398.0	18555.0	16774.0	4842930.0	56	281852	3360	16083093	NextSeq 500	SINGLE	other	GENOMIC		ILLUMINA	SRP256628	2021-08-28	97	69	243			0				
SRR23973377	0.51	PRJNA948850	SAMN33921318	Comprehensive profiling of wastewater viromes by genomic sequencing	"Nucleic acids in wastewater provide a rich source of data for detection and surveillance of microbes. We have longitudinally collected 116 RNA samples from a wastewater treatment plant in Berlin/Germany, from March 2021 to July 2022, and 24 DNA samples from May to July 2022. We tracked human astroviruses, enteroviruses, noroviruses and adenoviruses over time to the level of strains or even individual nucleotide variations, showing how detailed human pathogens can be observed using wastewater. For respiratory pathogens, a broad enrichment panel enabled us to detect waves of RSV, influenza, or common cold coronaviruses in high agreement with clinical data. By applying a profile Hidden Markov Model-based search for novel viruses, we identified more than 100 thousand novel transcript assemblies likely not belonging to known virus species, thus substantially expanding our knowledge of virus diversity. Phylogenetic analysis is shown for bunyaviruses and parvoviruses. Finally, we identify Hundreds of novel protein sequences for CRISPR-associated proteins such as Transposase B, a class of small RNA-guided DNA editing enzymes. Taken together, we present a longitudinal and deep investigation into wastewater-derived genomic sequencing data that underlines the value of sewage surveillance for public health, planetary virome research, and biotechnological potential.Overall design: Raw influx from Berlin/Germany wastewater treatment plants was collected over a time period from May 2021 to July 2022, total RNA and (from May 2022 to July 2022) total DNA extracted and subjected to high-throughput sequencing."	PubMed:39002331	SRS17141651	OTHER	RNA BIOLOGY AND POSTTRANSCRIPTIONAL REGULATION, BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY, MAX DELBRÜCK CENTER FOR MOLECULAR MEDICINE	SRX19777883	GSM7117185	wastewater metagenome	13.37691	52.51604	geo_loc_name_country_calc	"{""geo_loc_name"": [""13.37691"", ""52.51604""]}"									175.0	893227.0	11745.0	104930469.0	69	9892152	1394	609557636	Illumina NovaSeq 6000	PAIRED	other	GENOMIC	GSM7117185	ILLUMINA	SRP429361	2023-04-13	796	209	2604			1	0.51	0.51	0.51	0.51
SRR5330768	0.504	PRJNA377569	SAMN06462397	wetland rice and upland maize root samples	The effect of crop rotation between wetland rice and upland maize on the microbial colonization of the roots		SRS2039609	AMPLICON	MAX PLANCK INSTITUT FOR TERRESTRIAL MICROBIOLOGY	SRX2629763	MRF_roots	root metagenome	121.26022	14.16142	lat_lon	"{""geo_loc_name_sam"":[121.25445,14.16851],""geo_loc_name"":[121.25445,14.16851],""geo_loc_name_country_calc"":[120.98627,14.60487]}"									32.0	2160368.0	5861.0	88593159.0	33	21777799	4114	771176954	Illumina HiSeq 2000	PAIRED	PCR	METAGENOMIC	MRFRoot	ILLUMINA	SRP101646	2017-09-27	12187	498	26714	['Metagenome or environmental']		1	0.5	0.5	0.5	0.5
